ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	AveExpr	RANGE_STRAND
8135341	8135341	0.000419188339167727	0.00000791141632042057	-16.2916699770428	6.30851149580589	-0.343017061811748	CDHR3	2.47383543066878	+
8029086	8029086	0.000436690069355365	0.00000855006286582393	-16.0569026409558	6.23254341663925	-0.387960015508903	CEACAM5	2.66383259177694	+
7964852	7964852	0.00045303132370692	0.00000925097223621074	-15.8219697377168	6.15507422037474	-0.367500893674548	BEST3	2.81433364110841	-
8145293	8145293	0.000513553716358762	0.0000115898933670004	-15.1679955100447	5.93146852681517	-0.466961572469116	ADAM28	2.57674464187371	+
8109344	8109344	0.000520445738185467	0.0000118519873947582	15.1045508892289	5.90912949505811	0.53527174657249	GM2A	2.69066316051426	+
7912145	7912145	0.000536606243911579	0.0000126597595077972	14.918968300423	5.84310594105995	0.529900463337145	TNFRSF9	2.84225516299276	-
8105585	8105585	0.000546377546441423	0.0000130571112463354	-14.8327353016937	5.81207821501573	-0.277537570547931	RNF180	2.79996730335869	+
8072587	8072587	0.000561230980032085	0.0000136604673982307	-14.7075470992367	5.76663341639144	-0.449741582215598	SLC5A1	2.48852061750951	+
7956826	7956826	0.000580748243997192	0.0000144228970649342	-14.5583745562831	5.71185375248792	-0.34612041584189	TBC1D30	2.92164908416665	+
8152946	8152946	0.000682601033129347	0.0000196621874893543	-13.7345109735661	5.39644186502962	-0.372356183389798	KCNQ3	3.02913544918047	-
7992828	7992828	0.000906386838061079	0.0000326423773863153	12.481544462525	4.87084277634297	0.351915995910242	IL32	2.86138257557577	+
7947274	7947274	0.000924368362580285	0.0000337806258300199	-12.4008444943312	4.83490743509579	-0.265329027390679	MPPED2	3.33237969538976	-
7938035	7938035	0.000951686594229305	0.0000351821691531435	12.3057695071927	4.7922264601616	0.760937188189867	TRIM22	2.26243772449983	+
7902541	7902541	0.00095239459493514	0.0000354635140178989	12.2872218120592	4.78385621565145	0.720918430239997	IFI44L	2.27816814280674	+
8075709	8075709	0.000989214916801425	0.0000389894572761627	-12.06850235576	4.6840560641708	-0.318438287079908	APOL4	2.73475616673263	-
8037272	8037272	0.00103292538728628	0.0000430159206487216	11.8455836561212	4.58021573113132	0.677194063033887	PSG5	2.53869446285672	-
8163116	8163116	0.00119475080968649	0.0000535625111610321	-11.3620060179375	4.34725438523465	-0.240725198101098	EPB41L4B	2.90527555985538	-
8081081	8081081	0.00120120828689018	0.0000540749994562422	11.3414286380406	4.33709925015501	0.5956670915222	EPHA3	2.65804321629778	+
7903753	7903753	0.00168281497828036	0.0000909066845728014	10.2697663831941	3.77869114912587	0.318278082882108	GSTM2	2.63492549466983	+
8119016	8119016	0.0020253700778508	0.000122002436505241	-9.70483958651553	3.45892890367054	-0.209287224323597	MAPK13	3.1113732339125	+
7937952	7937952	0.0020253700778508	0.000122007225691517	-9.70476613590773	3.45888608833615	-0.508302425857414	OR51E1	2.51100944136595	+
7986195	7986195	0.00212399600977071	0.000131662674118828	-9.56319691332796	3.37574098750554	-0.243137002087171	SV2B	3.23887157443737	+
8132167	8132167	0.00407556040292557	0.000359823127177094	-7.8593849807502	2.26656554805426	-0.220241031796646	CCDC129	2.40401684242605	+
7990714	7990714	0.00438021643293215	0.000406431393903763	-7.67220642197137	2.13097670926613	-0.1603928813732	CHRNA3	3.32264552217233	-
8048926	8048926	0.0044155327610564	0.000411335199021947	7.65398407727455	2.11761453661674	0.93980157275946	SP140L	2.13349925960859	+
7926661	7926661	0.00510443066699249	0.000514849292237106	7.31965964122038	1.86717977877211	0.412805125967038	MSRB2	2.69806491652278	+
