ID	adj.P.Val	P.Value	F	GENE_SYMBOL	GENE_NAME	AveExpr	GO_ID
42829	42829	5.81656726176072e-48	1.14946929469298e-48	157.690441621655	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	1.553583012	GO:0000166(nucleotide binding)|GO:0004716(receptor signaling protein tyrosine kinase activity)|GO:0004872(receptor activity)|GO:0005020(stem cell factor receptor activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005615(extracellular space)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0007165(signal transduction)|GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway)|GO:0007243(protein kinase cascade)|GO:0007283(spermatogenesis)|GO:0008284(positive regulation of cell proliferation)|GO:0009314(response to radiation)|GO:0009897(external side of plasma membrane)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016740(transferase activity)|GO:0018108(peptidyl-tyrosine phosphorylation)|GO:0019221(cytokine-mediated signaling pathway)|GO:0030097(hemopoiesis)|GO:0043406(positive regulation of MAP kinase activity)|GO:0048066(pigmentation during development)|GO:0050673(epithelial cell proliferation)
26376	26376	2.28679146999526e-42	4.85883594128598e-43	117.723238559094	SP100	SP100 nuclear antigen	1.57390295211429	GO:0000122(negative regulation of transcription from RNA polymerase II promoter)|GO:0003677(DNA binding)|GO:0003713(transcription coactivator activity)|GO:0003714(transcription corepressor activity)|GO:0005634(nucleus)|GO:0005694(chromosome)|GO:0006978(DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator)|GO:0016605(PML body)|GO:0019900(kinase binding)|GO:0019904(protein domain specific binding)|GO:0034340(response to type I interferon)|GO:0034341(response to interferon-gamma)|GO:0042803(protein homodimerization activity)|GO:0043433(negative regulation of transcription factor activity)|GO:0045893(positive regulation of transcription, DNA-dependent)|GO:0051271(negative regulation of cell motion)|GO:0060333(interferon-gamma-mediated signaling pathway)|GO:0060337(type I interferon-mediated signaling pathway)
18164	18164	2.75271751707993e-40	6.08314225456162e-41	106.64392305553	CCL2	chemokine (C-C motif) ligand 2	0.0585231080769231	GO:0001664(G-protein-coupled receptor binding)|GO:0001938(positive regulation of endothelial cell proliferation)|GO:0002548(monocyte chemotaxis)|GO:0004672(protein kinase activity)|GO:0004871(signal transducer activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0006468(protein amino acid phosphorylation)|GO:0006874(cellular calcium ion homeostasis)|GO:0006916(anti-apoptosis)|GO:0006935(chemotaxis)|GO:0006954(inflammatory response)|GO:0006959(humoral immune response)|GO:0007155(cell adhesion)|GO:0007179(transforming growth factor beta receptor signaling pathway)|GO:0007187(G-protein signaling, coupled to cyclic nucleotide second messenger)|GO:0007259(JAK-STAT cascade)|GO:0008009(chemokine activity)|GO:0009617(response to bacterium)|GO:0009887(organ morphogenesis)|GO:0019079(viral genome replication)|GO:0019221(cytokine-mediated signaling pathway)|GO:0031727(CCR2 chemokine receptor binding)|GO:0043025(cell soma)|GO:0048010(vascular endothelial growth factor receptor signaling pathway)|GO:0048246(macrophage chemotaxis)
40836	40836	3.9096943018829e-40	8.67047389915484e-41	104.411619444893	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	1.51462586632381	GO:0000122(negative regulation of transcription from RNA polymerase II promoter)|GO:0003700(transcription factor activity)|GO:0004871(signal transducer activity)|GO:0005062(hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006928(cell motion)|GO:0007165(signal transduction)|GO:0007259(JAK-STAT cascade)|GO:0007399(nervous system development)|GO:0008134(transcription factor binding)|GO:0032355(response to estradiol stimulus)|GO:0032870(cellular response to hormone stimulus)|GO:0044419(interspecies interaction between organisms)|GO:0070102(interleukin-6-mediated signaling pathway)
30940	30940	4.07235282275135e-38	9.23637354083024e-39	97.08313871021	EBI3	Epstein-Barr virus induced 3	0.00556363598039216	GO:0004896(cytokine receptor activity)|GO:0005125(cytokine activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005886(plasma membrane)|GO:0006959(humoral immune response)|GO:0042088(T-helper 1 type immune response)|GO:0045078(positive regulation of interferon-gamma biosynthetic process)|GO:0045523(interleukin-27 receptor binding)|GO:0046641(positive regulation of alpha-beta T cell proliferation)
4610	4610	2.00229602607612e-37	4.58134792623741e-38	93.3795743130497	STAT1	signal transducer and activator of transcription 1, 91kDa	0.141687175382353	GO:0003700(transcription factor activity)|GO:0004871(signal transducer activity)|GO:0005062(hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)|GO:0006919(caspase activation)|GO:0007165(signal transduction)|GO:0007249(I-kappaB kinase/NF-kappaB cascade)|GO:0007260(tyrosine phosphorylation of STAT protein)|GO:0009615(response to virus)|GO:0044419(interspecies interaction between organisms)
53	53	9.47072700707966e-33	2.32325686831072e-33	70.5379604974354	SRF	serum response factor (c-fos serum response element-binding transcription factor)	0.278743898038835	GO:0001829(trophectodermal cell differentiation)|GO:0001947(heart looping)|GO:0002042(cell migration during sprouting angiogenesis)|GO:0003700(transcription factor activity)|GO:0003704(specific RNA polymerase II transcription factor activity)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0005783(endoplasmic reticulum)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007275(multicellular organismal development)|GO:0007507(heart development)|GO:0008134(transcription factor binding)|GO:0009636(response to toxin)|GO:0009725(response to hormone stimulus)|GO:0010149(senescence)|GO:0010735(positive regulation of transcription via serum response element binding)|GO:0010736(serum response element binding)|GO:0034097(response to cytokine stimulus)|GO:0042803(protein homodimerization activity)|GO:0043565(sequence-specific DNA binding)|GO:0045597(positive regulation of cell differentiation)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0045987(positive regulation of smooth muscle contraction)|GO:0046716(muscle maintenance)|GO:0048666(neuron development)|GO:0051150(regulation of smooth muscle cell differentiation)|GO:0060055(angiogenesis involved in wound healing)|GO:0060261(positive regulation of transcription initiation from RNA polymerase II promoter)
1083	1083	1.51529407595521e-31	3.79876537804614e-32	65.6771154729589	SPP1	secreted phosphoprotein 1	0.136635904174757	GO:0001503(ossification)|GO:0005125(cytokine activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0007155(cell adhesion)|GO:0045177(apical part of cell)
30939	30939	1.56168236839877e-28	4.20400769602831e-29	54.6341985323223	PTAFR	platelet-activating factor receptor	0.0388298029126214	GO:0001816(cytokine production)|GO:0001875(lipopolysaccharide receptor activity)|GO:0004872(receptor activity)|GO:0004992(platelet activating factor receptor activity)|GO:0005543(phospholipid binding)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006935(chemotaxis)|GO:0006954(inflammatory response)|GO:0006955(immune response)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0032496(response to lipopolysaccharide)|GO:0032959(inositol trisphosphate biosynthetic process)|GO:0048015(phosphoinositide-mediated signaling)
6768	6768	2.44160342281435e-27	6.76997752399531e-28	50.6734824811853	FASLG	Fas ligand (TNF superfamily, member 6)	0.114033999485437	GO:0005125(cytokine activity)|GO:0005164(tumor necrosis factor receptor binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006955(immune response)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008624(induction of apoptosis by extracellular signals)|GO:0008633(activation of pro-apoptotic gene products)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)
6377	6377	2.81799511058381e-26	8.00210738055809e-27	46.9548613746931	IL13RA1	interleukin 13 receptor, alpha 1	0.174698765653846	GO:0004872(receptor activity)|GO:0004896(cytokine receptor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0005898(interleukin-13 receptor complex)|GO:0007166(cell surface receptor linked signal transduction)|GO:0016020(membrane)|GO:0016021(integral to membrane)
