ID	adj.P.Val	P.Value	F	GENE_SYMBOL	GENE_NAME	AveExpr	GO_ID
19074	19074	9.37965613033895e-14	2.00281866152247e-15	22.6653911487727	HFE	hemochromatosis	-0.0990578368571429	GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0005506(iron ion binding)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006461(protein complex assembly)|GO:0006811(ion transport)|GO:0006826(iron ion transport)|GO:0006879(cellular iron ion homeostasis)|GO:0006898(receptor-mediated endocytosis)|GO:0006955(immune response)|GO:0016020(membrane)|GO:0019882(antigen processing and presentation)|GO:0042612(MHC class I protein complex)
24587	24587	2.35927987073357e-13	5.4947302437969e-15	21.7411868175726	STAT1	signal transducer and activator of transcription 1, 91kDa	-0.0747086932619048	GO:0003700(transcription factor activity)|GO:0004871(signal transducer activity)|GO:0005062(hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)|GO:0006919(caspase activation)|GO:0007165(signal transduction)|GO:0007249(I-kappaB kinase/NF-kappaB cascade)|GO:0007260(tyrosine phosphorylation of STAT protein)|GO:0009615(response to virus)|GO:0044419(interspecies interaction between organisms)
29120	29120	4.2339021532616e-13	1.03852049573212e-14	21.1699029773286	TGFB2	transforming growth factor, beta 2	-0.29827469722619	GO:0000902(cell morphogenesis)|GO:0001525(angiogenesis)|GO:0001540(beta-amyloid binding)|GO:0001654(eye development)|GO:0001666(response to hypoxia)|GO:0004702(receptor signaling protein serine/threonine kinase activity)|GO:0005114(type II transforming growth factor beta receptor binding)|GO:0005125(cytokine activity)|GO:0005160(transforming growth factor beta receptor binding)|GO:0005576(extracellular region)|GO:0006468(protein amino acid phosphorylation)|GO:0007050(cell cycle arrest)|GO:0007184(SMAD protein nuclear translocation)|GO:0007267(cell-cell signaling)|GO:0007435(salivary gland morphogenesis)|GO:0008083(growth factor activity)|GO:0008219(cell death)|GO:0008284(positive regulation of cell proliferation)|GO:0008347(glial cell migration)|GO:0009790(embryonic development)|GO:0010634(positive regulation of epithelial cell migration)|GO:0010693(negative regulation of alkaline phosphatase activity)|GO:0010718(positive regulation of epithelial to mesenchymal transition)|GO:0014068(positive regulation of phosphoinositide 3-kinase cascade)|GO:0016049(cell growth)|GO:0030097(hemopoiesis)|GO:0030199(collagen fibril organization)|GO:0030307(positive regulation of cell growth)|GO:0030308(negative regulation of cell growth)|GO:0030424(axon)|GO:0030593(neutrophil chemotaxis)|GO:0031069(hair follicle morphogenesis)|GO:0031093(platelet alpha granule lumen)|GO:0032147(activation of protein kinase activity)|GO:0032874(positive regulation of stress-activated MAPK cascade)|GO:0032909(regulation of transforming growth factor-beta2 production)|GO:0033630(positive regulation of cell adhesion mediated by integrin)|GO:0042060(wound healing)|GO:0042416(dopamine biosynthetic process)|GO:0042803(protein homodimerization activity)|GO:0043025(cell soma)|GO:0043525(positive regulation of neuron apoptosis)|GO:0045726(positive regulation of integrin biosynthetic process)|GO:0045778(positive regulation of ossification)|GO:0045787(positive regulation of cell cycle)|GO:0045823(positive regulation of heart contraction)|GO:0046982(protein heterodimerization activity)|GO:0048103(somatic stem cell division)|GO:0048666(neuron development)|GO:0048699(generation of neurons)|GO:0050680(negative regulation of epithelial cell proliferation)|GO:0050777(negative regulation of immune response)|GO:0050778(positive regulation of immune response)|GO:0051795(positive regulation of catagen)|GO:0051891(positive regulation of cardioblast differentiation)|GO:0060038(cardiac muscle cell proliferation)|GO:0060317(cardiac epithelial to mesenchymal transition)
30653	30653	5.5325960119092e-12	1.74338397203887e-13	18.7431581002254	BIRC5	baculoviral IAP repeat-containing 5	-0.177756048142857	GO:0000086(G2/M transition of mitotic cell cycle)|GO:0000775(chromosome, centromeric region)|GO:0000910(cytokinesis)|GO:0004869(cysteine-type endopeptidase inhibitor activity)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0005694(chromosome)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0005814(centriole)|GO:0005829(cytosol)|GO:0005876(spindle microtubule)|GO:0005881(cytoplasmic microtubule)|GO:0006915(apoptosis)|GO:0006916(anti-apoptosis)|GO:0007049(cell cycle)|GO:0007067(mitosis)|GO:0008017(microtubule binding)|GO:0008270(zinc ion binding)|GO:0030496(midbody)|GO:0031021(interphase microtubule organizing center)|GO:0031503(protein complex localization)|GO:0031536(positive regulation of exit from mitosis)|GO:0031577(spindle checkpoint)|GO:0042803(protein homodimerization activity)|GO:0043027(caspase inhibitor activity)|GO:0043154(negative regulation of caspase activity)|GO:0043234(protein complex)|GO:0045931(positive regulation of mitotic cell cycle)|GO:0046872(metal ion binding)|GO:0046982(protein heterodimerization activity)|GO:0048037(cofactor binding)|GO:0051087(chaperone binding)|GO:0051303(establishment of chromosome localization)
36565	36565	5.55799867993063e-12	1.75264052794173e-13	18.7387576032239	THBS1	thrombospondin 1	-0.395441744964286	GO:0000187(activation of MAPK activity)|GO:0001666(response to hypoxia)|GO:0001937(negative regulation of endothelial cell proliferation)|GO:0001968(fibronectin binding)|GO:0002040(sprouting angiogenesis)|GO:0002544(chronic inflammatory response)|GO:0002581(negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II)|GO:0002605(negative regulation of dendritic cell antigen processing and presentation)|GO:0005178(integrin binding)|GO:0005198(structural molecule activity)|GO:0005509(calcium ion binding)|GO:0005576(extracellular region)|GO:0005577(fibrinogen complex)|GO:0006916(anti-apoptosis)|GO:0006955(immune response)|GO:0007050(cell cycle arrest)|GO:0007155(cell adhesion)|GO:0008201(heparin binding)|GO:0008632(apoptotic program)|GO:0009749(response to glucose stimulus)|GO:0009897(external side of plasma membrane)|GO:0010670(positive regulation of oxygen and reactive oxygen species metabolic process)|GO:0010748(negative regulation of plasma membrane long-chain fatty acid transport)|GO:0010751(negative regulation of nitric oxide mediated signal transduction)|GO:0010754(negative regulation of cGMP-mediated signaling)|GO:0010757(negative regulation of plasminogen activation)|GO:0010759(positive regulation of macrophage chemotaxis)|GO:0010763(positive regulation of fibroblast cell migration)|GO:0016525(negative regulation of angiogenesis)|GO:0018149(peptide cross-linking)|GO:0030169(low-density lipoprotein binding)|GO:0030194(positive regulation of blood coagulation)|GO:0030511(positive regulation of transforming growth factor beta receptor signaling pathway)|GO:0031012(extracellular matrix)|GO:0031093(platelet alpha granule lumen)|GO:0032026(response to magnesium ion)|GO:0032570(response to progesterone stimulus)|GO:0032695(negative regulation of interleukin-12 production)|GO:0032914(positive regulation of transforming growth factor-beta1 production)|GO:0034605(cellular response to heat)|GO:0040037(negative regulation of fibroblast growth factor receptor signaling pathway)|GO:0042327(positive regulation of phosphorylation)|GO:0042802(identical protein binding)|GO:0043032(positive regulation of macrophage activation)|GO:0043236(laminin binding)|GO:0043394(proteoglycan binding)|GO:0043499(eukaryotic cell surface binding)|GO:0043536(positive regulation of blood vessel endothelial cell migration)|GO:0043537(negative regulation of blood vessel endothelial cell migration)|GO:0043652(engulfment of apoptotic cell)|GO:0045727(positive regulation of translation)|GO:0045766(positive regulation of angiogenesis)|GO:0048603(fibroblast growth factor 2 binding)|GO:0050431(transforming growth factor beta binding)|GO:0050921(positive regulation of chemotaxis)|GO:0051592(response to calcium ion)|GO:0051895(negative regulation of focal adhesion formation)|GO:0051918(negative regulation of fibrinolysis)|GO:0070051(fibrinogen binding)|GO:0070052(collagen V binding)
26777	26777	6.96103744562267e-12	2.27346539093922e-13	18.5232475274389	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	-0.0712787972619048	GO:0001558(regulation of cell growth)|GO:0001819(positive regulation of cytokine production)|GO:0001822(kidney development)|GO:0001974(blood vessel remodeling)|GO:0002018(renin-angiotensin regulation of aldosterone production)|GO:0002019(regulation of renal output by angiotensin)|GO:0002034(regulation of blood vessel size by renin-angiotensin)|GO:0003078(regulation of natriuresis)|GO:0004867(serine-type endopeptidase inhibitor activity)|GO:0005179(hormone activity)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005625(soluble fraction)|GO:0005737(cytoplasm)|GO:0006800(oxygen and reactive oxygen species metabolic process)|GO:0007199(G-protein signaling, coupled to cGMP nucleotide second messenger)|GO:0007200(G-protein signaling, coupled to IP3 second messenger (phospholipase C activating))|GO:0007263(nitric oxide mediated signal transduction)|GO:0007267(cell-cell signaling)|GO:0008083(growth factor activity)|GO:0010595(positive regulation of endothelial cell migration)|GO:0010613(positive regulation of cardiac muscle hypertrophy)|GO:0014068(positive regulation of phosphoinositide 3-kinase cascade)|GO:0014873(response to muscle activity involved in regulation of muscle adaptation)|GO:0019229(regulation of vasoconstriction)|GO:0031702(type 1 angiotensin receptor binding)|GO:0031703(type 2 angiotensin receptor binding)|GO:0033864(positive regulation of NAD(P)H oxidase activity)|GO:0042127(regulation of cell proliferation)|GO:0043065(positive regulation of apoptosis)|GO:0045742(positive regulation of epidermal growth factor receptor signaling pathway)|GO:0048146(positive regulation of fibroblast proliferation)|GO:0050729(positive regulation of inflammatory response)|GO:0050731(positive regulation of peptidyl-tyrosine phosphorylation)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051387(negative regulation of nerve growth factor receptor signaling pathway)
29736	29736	2.71215632592761e-11	1.02201444540777e-12	17.3046319185786	CCL2	chemokine (C-C motif) ligand 2	-0.420732113785714	GO:0001664(G-protein-coupled receptor binding)|GO:0001938(positive regulation of endothelial cell proliferation)|GO:0002548(monocyte chemotaxis)|GO:0004672(protein kinase activity)|GO:0004871(signal transducer activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0006468(protein amino acid phosphorylation)|GO:0006874(cellular calcium ion homeostasis)|GO:0006916(anti-apoptosis)|GO:0006935(chemotaxis)|GO:0006954(inflammatory response)|GO:0006959(humoral immune response)|GO:0007155(cell adhesion)|GO:0007179(transforming growth factor beta receptor signaling pathway)|GO:0007187(G-protein signaling, coupled to cyclic nucleotide second messenger)|GO:0007259(JAK-STAT cascade)|GO:0008009(chemokine activity)|GO:0009617(response to bacterium)|GO:0009887(organ morphogenesis)|GO:0019079(viral genome replication)|GO:0019221(cytokine-mediated signaling pathway)|GO:0031727(CCR2 chemokine receptor binding)|GO:0043025(cell soma)|GO:0048010(vascular endothelial growth factor receptor signaling pathway)|GO:0048246(macrophage chemotaxis)
31908	31908	5.80967389055216e-11	2.35368618384871e-12	16.6472452866038	IGF2BP1	insulin-like growth factor 2 mRNA binding protein 1	-0.14472769802381	GO:0000166(nucleotide binding)|GO:0003723(RNA binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0017148(negative regulation of translation)|GO:0042035(regulation of cytokine biosynthetic process)|GO:0045182(translation regulator activity)|GO:0048027(mRNA 5'-UTR binding)
22191	22191	6.54016234972816e-11	2.68695094846592e-12	16.5441065546021	CADM1	cell adhesion molecule 1	-0.100419782666667	GO:0001913(T cell mediated cytotoxicity)|GO:0005102(receptor binding)|GO:0005886(plasma membrane)|GO:0005911(cell-cell junction)|GO:0006915(apoptosis)|GO:0006955(immune response)|GO:0007155(cell adhesion)|GO:0007156(homophilic cell adhesion)|GO:0007157(heterophilic cell adhesion)|GO:0007275(multicellular organismal development)|GO:0007283(spermatogenesis)|GO:0008022(protein C-terminus binding)|GO:0008037(cell recognition)|GO:0016021(integral to membrane)|GO:0016323(basolateral plasma membrane)|GO:0030154(cell differentiation)|GO:0030165(PDZ domain binding)|GO:0042271(susceptibility to natural killer cell mediated cytotoxicity)|GO:0042803(protein homodimerization activity)|GO:0045786(negative regulation of cell cycle)|GO:0050715(positive regulation of cytokine secretion)|GO:0050798(activated T cell proliferation)|GO:0051606(detection of stimulus)
21103	21103	0.000000000134682278013063	5.9974066633292e-12	15.925775611769	SPP1	secreted phosphoprotein 1	-0.119210380285714	GO:0001503(ossification)|GO:0005125(cytokine activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0007155(cell adhesion)|GO:0045177(apical part of cell)
28890	28890	0.000000000243796399542706	1.16415155760645e-11	15.4239656170825	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	-0.0762193783690476	GO:0002504(antigen processing and presentation of peptide or polysaccharide antigen via MHC class II)|GO:0005886(plasma membrane)|GO:0006955(immune response)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019882(antigen processing and presentation)|GO:0042613(MHC class II protein complex)
16075	16075	0.000000000801361241200857	4.31753516893585e-11	14.455538669129	BCL10	B-cell CLL/lymphoma 10	-0.0719083265833333	GO:0001843(neural tube closure)|GO:0002224(toll-like receptor signaling pathway)|GO:0002237(response to molecule of bacterial origin)|GO:0002250(adaptive immune response)|GO:0002906(negative regulation of mature B cell apoptosis)|GO:0003713(transcription coactivator activity)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005764(lysosome)|GO:0005829(cytosol)|GO:0006968(cellular defense response)|GO:0008022(protein C-terminus binding)|GO:0008219(cell death)|GO:0009620(response to fungus)|GO:0016064(immunoglobulin mediated immune response)|GO:0019209(kinase activator activity)|GO:0031398(positive regulation of protein ubiquitination)|GO:0031625(ubiquitin protein ligase binding)|GO:0032449(CBM complex)|GO:0032765(positive regulation of mast cell cytokine production)|GO:0042101(T cell receptor complex)|GO:0042109(lymphotoxin A biosynthetic process)|GO:0042226(interleukin-6 biosynthetic process)|GO:0042327(positive regulation of phosphorylation)|GO:0042981(regulation of apoptosis)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043130(ubiquitin binding)|GO:0043422(protein kinase B binding)|GO:0043621(protein self-association)|GO:0045087(innate immune response)|GO:0045121(membrane raft)|GO:0045416(positive regulation of interleukin-8 biosynthetic process)|GO:0045786(negative regulation of cell cycle)|GO:0045893(positive regulation of transcription, DNA-dependent)|GO:0046696(lipopolysaccharide receptor complex)|GO:0048471(perinuclear region of cytoplasm)|GO:0050856(regulation of T cell receptor signaling pathway)|GO:0050870(positive regulation of T cell activation)|GO:0051059(NF-kappaB binding)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051260(protein homooligomerization)
27241	27241	0.00000000133657747051375	7.55337719557403e-11	14.0514525423806	MAP2K3	mitogen-activated protein kinase kinase 3	-0.164007509321429	GO:0000166(nucleotide binding)|GO:0000187(activation of MAPK activity)|GO:0004674(protein serine/threonine kinase activity)|GO:0004708(MAP kinase kinase activity)|GO:0004713(protein tyrosine kinase activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0006954(inflammatory response)|GO:0007165(signal transduction)|GO:0016740(transferase activity)|GO:0042035(regulation of cytokine biosynthetic process)|GO:0045860(positive regulation of protein kinase activity)|GO:0045893(positive regulation of transcription, DNA-dependent)|GO:0060048(cardiac muscle contraction)
26946	26946	0.00000000143120190241162	8.14615223414684e-11	13.9972818177959	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	-0.0520760498021772	GO:0003700(transcription factor activity)|GO:0003705(RNA polymerase II transcription factor activity, enhancer binding)|GO:0005634(nucleus)|GO:0005654(nucleoplasm)|GO:0005667(transcription factor complex)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006916(anti-apoptosis)|GO:0006954(inflammatory response)|GO:0006968(cellular defense response)|GO:0010033(response to organic substance)|GO:0010224(response to UV-B)|GO:0019221(cytokine-mediated signaling pathway)|GO:0019901(protein kinase binding)|GO:0042301(phosphate binding)|GO:0042802(identical protein binding)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0047485(protein N-terminus binding)|GO:0051059(NF-kappaB binding)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051607(defense response to virus)
31341	31341	0.00000000384371579453118	0.000000000244230967326001	13.2209204126485	NAMPT	nicotinamide phosphoribosyltransferase	-0.0539630649523809	GO:0005125(cytokine activity)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008284(positive regulation of cell proliferation)|GO:0009435(NAD biosynthetic process)|GO:0016757(transferase activity, transferring glycosyl groups)|GO:0047280(nicotinamide phosphoribosyltransferase activity)
