ID	adj.P.Val	P.Value	F	GENE_SYMBOL	GENE_NAME	AveExpr	GO_ID
19091	19091	4.60419208707414e-96	2.44767682182885e-97	1822.33397106093	HLA-C	major histocompatibility complex, class I, C	-0.0807873770686275	GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0005576(extracellular region)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006955(immune response)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019882(antigen processing and presentation)|GO:0032393(MHC class I receptor activity)|GO:0032395(MHC class II receptor activity)|GO:0042612(MHC class I protein complex)|GO:0044419(interspecies interaction between organisms)
17011	17011	1.16097266265242e-95	6.27280225998791e-97	1786.98782791306	HLA-B	major histocompatibility complex, class I, B	-0.131724106215686	GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0003674(molecular_function)|GO:0005515(protein binding)|GO:0005575(cellular_component)|GO:0005624(membrane fraction)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006952(defense response)|GO:0006955(immune response)|GO:0008150(biological_process)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019882(antigen processing and presentation)|GO:0032393(MHC class I receptor activity)|GO:0042612(MHC class I protein complex)|GO:0044419(interspecies interaction between organisms)
22720	22720	4.13729514717497e-95	2.28931289849762e-96	1739.4708077069	TNF	tumor necrosis factor (TNF superfamily, member 2)	-0.0462815711372549	GO:0000060(protein import into nucleus, translocation)|GO:0000122(negative regulation of transcription from RNA polymerase II promoter)|GO:0000187(activation of MAPK activity)|GO:0001775(cell activation)|GO:0001891(phagocytic cup)|GO:0001934(positive regulation of protein amino acid phosphorylation)|GO:0002037(negative regulation of L-glutamate transport)|GO:0002439(chronic inflammatory response to antigenic stimulus)|GO:0002740(negative regulation of cytokine secretion during immune response)|GO:0005125(cytokine activity)|GO:0005164(tumor necrosis factor receptor binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006006(glucose metabolic process)|GO:0006916(anti-apoptosis)|GO:0006919(caspase activation)|GO:0006927(transformed cell apoptosis)|GO:0006954(inflammatory response)|GO:0006959(humoral immune response)|GO:0007165(signal transduction)|GO:0007275(multicellular organismal development)|GO:0008285(negative regulation of cell proliferation)|GO:0008625(induction of apoptosis via death domain receptors)|GO:0009612(response to mechanical stimulus)|GO:0009615(response to virus)|GO:0009651(response to salt stress)|GO:0009887(organ morphogenesis)|GO:0009897(external side of plasma membrane)|GO:0016481(negative regulation of transcription)|GO:0019722(calcium-mediated signaling)|GO:0032715(negative regulation of interleukin-6 production)|GO:0032722(positive regulation of chemokine production)|GO:0032800(receptor biosynthetic process)|GO:0033209(tumor necrosis factor-mediated signaling pathway)|GO:0034116(positive regulation of heterotypic cell-cell adhesion)|GO:0042346(positive regulation of NF-kappaB import into nucleus)|GO:0042742(defense response to bacterium)|GO:0042802(identical protein binding)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043193(positive regulation of gene-specific transcription)|GO:0043525(positive regulation of neuron apoptosis)|GO:0045071(negative regulation of viral genome replication)|GO:0045080(positive regulation of chemokine biosynthetic process)|GO:0045121(membrane raft)|GO:0045429(positive regulation of nitric oxide biosynthetic process)|GO:0045670(regulation of osteoclast differentiation)|GO:0045840(positive regulation of mitosis)|GO:0045941(positive regulation of transcription)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0045994(positive regulation of translational initiation by iron)|GO:0046325(negative regulation of glucose import)|GO:0046330(positive regulation of JNK cascade)|GO:0048661(positive regulation of smooth muscle cell proliferation)|GO:0050715(positive regulation of cytokine secretion)|GO:0050796(regulation of insulin secretion)|GO:0050806(positive regulation of synaptic transmission)|GO:0050901(leukocyte tethering or rolling)|GO:0051023(regulation of immunoglobulin secretion)|GO:0051044(positive regulation of membrane protein ectodomain proteolysis)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051222(positive regulation of protein transport)|GO:0051384(response to glucocorticoid stimulus)|GO:0051798(positive regulation of hair follicle development)|GO:0055037(recycling endosome)
4634	4634	1.24653513690418e-93	7.39561760341863e-95	1618.01630743394	THPO	thrombopoietin	-0.0301716135196078	GO:0005125(cytokine activity)|GO:0005179(hormone activity)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0007275(multicellular organismal development)|GO:0008083(growth factor activity)|GO:0008283(cell proliferation)
19638	19638	2.87642572318926e-93	1.73405094848276e-94	1589.53977044398	ERAP1	endoplasmic reticulum aminopeptidase 1	-0.115116044676471	GO:0004177(aminopeptidase activity)|GO:0005138(interleukin-6 receptor binding)|GO:0005151(interleukin-1, Type II receptor binding)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005737(cytoplasm)|GO:0005783(endoplasmic reticulum)|GO:0005788(endoplasmic reticulum lumen)|GO:0005789(endoplasmic reticulum membrane)|GO:0005829(cytosol)|GO:0006508(proteolysis)|GO:0006509(membrane protein ectodomain proteolysis)|GO:0006955(immune response)|GO:0008217(regulation of blood pressure)|GO:0008233(peptidase activity)|GO:0008235(metalloexopeptidase activity)|GO:0008270(zinc ion binding)|GO:0009617(response to bacterium)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019885(antigen processing and presentation of endogenous peptide antigen via MHC class I)|GO:0045088(regulation of innate immune response)|GO:0045444(fat cell differentiation)|GO:0045766(positive regulation of angiogenesis)|GO:0046872(metal ion binding)
19122	19122	4.4967160045108e-93	2.7381844329066e-94	1574.47851634939	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	0.0599496276372549	GO:0005125(cytokine activity)|GO:0005164(tumor necrosis factor receptor binding)|GO:0005615(extracellular space)|GO:0006915(apoptosis)|GO:0006955(immune response)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008283(cell proliferation)|GO:0016020(membrane)|GO:0016021(integral to membrane)
27337	27337	7.61864158429092e-93	4.70539799029781e-94	1556.81149926174	CP110	CP110 protein	0.0705988117058823	GO:0005515(protein binding)|GO:0005813(centrosome)|GO:0032465(regulation of cytokinesis)|GO:0051298(centrosome duplication)
30199	30199	8.70076820133385e-91	5.83477506204807e-92	1407.91831211404	IL2	interleukin 2	-0.16279423445098	GO:0005125(cytokine activity)|GO:0005134(interleukin-2 receptor binding)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0006916(anti-apoptosis)|GO:0006955(immune response)|GO:0007267(cell-cell signaling)|GO:0008284(positive regulation of cell proliferation)|GO:0019209(kinase activator activity)|GO:0030101(natural killer cell activation)|GO:0030217(T cell differentiation)|GO:0030307(positive regulation of cell growth)|GO:0042104(positive regulation of activated T cell proliferation)|GO:0042523(positive regulation of tyrosine phosphorylation of Stat5 protein)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0046013(regulation of T cell homeostatic proliferation)|GO:0048304(positive regulation of isotype switching to IgG isotypes)|GO:0050672(negative regulation of lymphocyte proliferation)|GO:0050728(negative regulation of inflammatory response)|GO:0051024(positive regulation of immunoglobulin secretion)
21215	21215	2.0980745571391e-87	1.59469704438561e-88	1193.41249661684	GPI	glucose phosphate isomerase	-0.0357281155882353	GO:0004347(glucose-6-phosphate isomerase activity)|GO:0005125(cytokine activity)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0005975(carbohydrate metabolic process)|GO:0006094(gluconeogenesis)|GO:0006096(glycolysis)|GO:0006959(humoral immune response)|GO:0007599(hemostasis)|GO:0008083(growth factor activity)|GO:0016853(isomerase activity)
14618	14618	3.37540871869949e-86	2.68285178736105e-87	1124.97844919636	FAM3C	family with sequence similarity 3, member C	-0.0617408432058824	GO:0005125(cytokine activity)|GO:0005576(extracellular region)|GO:0008150(biological_process)
36591	36591	3.1378140973001e-84	2.7066099710033e-85	1021.3511059424	AZGP1	alpha-2-glycoprotein 1, zinc-binding	-0.0838926440588235	GO:0004540(ribonuclease activity)|GO:0005504(fatty acid binding)|GO:0005576(extracellular region)|GO:0006955(immune response)|GO:0007155(cell adhesion)|GO:0008285(negative regulation of cell proliferation)|GO:0008320(protein transmembrane transporter activity)|GO:0016020(membrane)|GO:0016042(lipid catabolic process)|GO:0019882(antigen processing and presentation)|GO:0042612(MHC class I protein complex)
15109	15109	1.39763581951764e-82	1.28569869081756e-83	941.904322144294	IFNA4	interferon, alpha 4	-0.0726832741176471	GO:0005125(cytokine activity)|GO:0005126(hematopoietin/interferon-class (D200-domain) cytokine receptor binding)|GO:0005132(interferon-alpha/beta receptor binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0006952(defense response)|GO:0009615(response to virus)
8531	8531	1.54271247957399e-77	1.69119453546071e-78	735.035297955006	IL2	interleukin 2	-0.244805789303922	GO:0005125(cytokine activity)|GO:0005134(interleukin-2 receptor binding)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0006916(anti-apoptosis)|GO:0006955(immune response)|GO:0007267(cell-cell signaling)|GO:0008284(positive regulation of cell proliferation)|GO:0019209(kinase activator activity)|GO:0030101(natural killer cell activation)|GO:0030217(T cell differentiation)|GO:0030307(positive regulation of cell growth)|GO:0042104(positive regulation of activated T cell proliferation)|GO:0042523(positive regulation of tyrosine phosphorylation of Stat5 protein)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0046013(regulation of T cell homeostatic proliferation)|GO:0048304(positive regulation of isotype switching to IgG isotypes)|GO:0050672(negative regulation of lymphocyte proliferation)|GO:0050728(negative regulation of inflammatory response)|GO:0051024(positive regulation of immunoglobulin secretion)
27194	27194	3.02228495269154e-77	3.3578026880581e-78	724.476699285016	SEPT3	septin 3	-0.12108488922549	GO:0000166(nucleotide binding)|GO:0000910(cytokinesis)|GO:0003674(molecular_function)|GO:0005515(protein binding)|GO:0005525(GTP binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0007049(cell cycle)|GO:0019717(synaptosome)|GO:0030054(cell junction)|GO:0031105(septin complex)|GO:0045202(synapse)
21588	21588	6.40212275429644e-72	8.14724620834285e-73	557.228153005254	ADIPOQ	adiponectin, C1Q and collagen domain containing	-0.0971788399117647	GO:0005125(cytokine activity)|GO:0005179(hormone activity)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005783(endoplasmic reticulum)|GO:0006006(glucose metabolic process)|GO:0006091(generation of precursor metabolites and energy)|GO:0006635(fatty acid beta-oxidation)|GO:0009749(response to glucose stimulus)|GO:0009967(positive regulation of signal transduction)|GO:0010739(positive regulation of protein kinase A signaling cascade)|GO:0010745(negative regulation of foam cell differentiation)|GO:0010804(negative regulation of tumor necrosis factor-mediated signaling pathway)|GO:0030853(negative regulation of granulocyte differentiation)|GO:0032720(negative regulation of tumor necrosis factor production)|GO:0033034(positive regulation of myeloid cell apoptosis)|GO:0034115(negative regulation of heterotypic cell-cell adhesion)|GO:0034383(low-density lipoprotein particle clearance)|GO:0034612(response to tumor necrosis factor)|GO:0042593(glucose homeostasis)|GO:0042803(protein homodimerization activity)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043124(negative regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043499(eukaryotic cell surface binding)|GO:0045599(negative regulation of fat cell differentiation)|GO:0045715(negative regulation of low-density lipoprotein receptor biosynthetic process)|GO:0045721(negative regulation of gluconeogenesis)|GO:0045923(positive regulation of fatty acid metabolic process)|GO:0046326(positive regulation of glucose import)|GO:0050728(negative regulation of inflammatory response)|GO:0050765(negative regulation of phagocytosis)|GO:0051260(protein homooligomerization)
2409	2409	3.36722998812166e-65	4.93150604584184e-66	399.180425969664	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	-0.187749572960784	GO:0005524(ATP binding)|GO:0005788(endoplasmic reticulum lumen)|GO:0005829(cytosol)|GO:0006461(protein complex assembly)|GO:0006886(intracellular protein transport)|GO:0015197(peptide transporter activity)|GO:0015433(peptide antigen-transporting ATPase activity)|GO:0015833(peptide transport)|GO:0019885(antigen processing and presentation of endogenous peptide antigen via MHC class I)|GO:0042288(MHC class I protein binding)|GO:0042301(phosphate binding)|GO:0042605(peptide antigen binding)|GO:0042803(protein homodimerization activity)|GO:0046967(cytosol to ER transport)|GO:0046978(TAP1 binding)|GO:0046979(TAP2 binding)|GO:0046980(tapasin binding)|GO:0046982(protein heterodimerization activity)
25772	25772	5.9273447951094e-59	9.74160558751475e-60	291.685255152148	CD1A	CD1a molecule	-0.0141507057058824	GO:0005768(endosome)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006955(immune response)|GO:0010008(endosome membrane)|GO:0019882(antigen processing and presentation)|GO:0042612(MHC class I protein complex)
13833	13833	4.19097194655265e-58	6.96796412934484e-59	279.417923940901	ELF1	E74-like factor 1 (ets domain transcription factor)	-0.061489657745098	GO:0001817(regulation of cytokine production)|GO:0003700(transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0016563(transcription activator activity)|GO:0016564(transcription repressor activity)|GO:0043565(sequence-specific DNA binding)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0050860(negative regulation of T cell receptor signaling pathway)
30921	30921	3.5202892188359e-55	6.21065618785243e-56	236.036626037438	CMTM1	CKLF-like MARVEL transmembrane domain containing 1	-0.0878800327281553	GO:0005125(cytokine activity)|GO:0005615(extracellular space)|GO:0006935(chemotaxis)|GO:0016020(membrane)|GO:0016021(integral to membrane)
8217	8217	1.03586551536379e-54	1.83561991951193e-55	235.002027877367	BMP1	bone morphogenetic protein 1	0.00604461094117647	GO:0001502(cartilage condensation)|GO:0001503(ossification)|GO:0004222(metalloendopeptidase activity)|GO:0005125(cytokine activity)|GO:0005509(calcium ion binding)|GO:0005615(extracellular space)|GO:0006508(proteolysis)|GO:0007275(multicellular organismal development)|GO:0008083(growth factor activity)|GO:0008233(peptidase activity)|GO:0008270(zinc ion binding)|GO:0030154(cell differentiation)|GO:0046872(metal ion binding)
24259	24259	4.5293658726341e-51	8.43944561918012e-52	194.798705217026	HLA-C	major histocompatibility complex, class I, C	-0.0807634010294118	GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0005576(extracellular region)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006955(immune response)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019882(antigen processing and presentation)|GO:0032393(MHC class I receptor activity)|GO:0032395(MHC class II receptor activity)|GO:0042612(MHC class I protein complex)|GO:0044419(interspecies interaction between organisms)
20638	20638	1.56635331197458e-45	3.19883307544495e-46	145.540021518735	ASB1	ankyrin repeat and SOCS box-containing 1	-0.0518935651470588	GO:0003674(molecular_function)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0007242(intracellular signaling cascade)|GO:0007275(multicellular organismal development)|GO:0030539(male genitalia development)|GO:0042036(negative regulation of cytokine biosynthetic process)
41279	41279	5.23600329601678e-45	1.07612784905974e-45	141.526945503047	ZNF287	zinc finger protein 287	-0.0575629085098039	GO:0003700(transcription factor activity)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0016563(transcription activator activity)|GO:0042035(regulation of cytokine biosynthetic process)|GO:0045941(positive regulation of transcription)|GO:0046872(metal ion binding)
31887	31887	2.98027682729673e-42	6.35043351056192e-43	121.996190259672	CALCOCO2	calcium binding and coiled-coil domain 2	0.0205910845098039	GO:0005515(protein binding)|GO:0005625(soluble fraction)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005794(Golgi apparatus)|GO:0005856(cytoskeleton)|GO:0016032(viral reproduction)|GO:0034341(response to interferon-gamma)|GO:0042803(protein homodimerization activity)|GO:0048471(perinuclear region of cytoplasm)
30639	30639	5.48789458536067e-39	1.23372751797372e-39	99.3341610100908	SOCS1	suppressor of cytokine signaling 1	-0.0414123039409431	GO:0001558(regulation of cell growth)|GO:0001932(regulation of protein amino acid phosphorylation)|GO:0004860(protein kinase inhibitor activity)|GO:0005159(insulin-like growth factor receptor binding)|GO:0005515(protein binding)|GO:0005737(cytoplasm)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0007242(intracellular signaling cascade)|GO:0019221(cytokine-mediated signaling pathway)|GO:0019901(protein kinase binding)|GO:0042518(negative regulation of tyrosine phosphorylation of Stat3 protein)|GO:0045444(fat cell differentiation)|GO:0046426(negative regulation of JAK-STAT cascade)|GO:0046627(negative regulation of insulin receptor signaling pathway)
30940	30940	4.07235282275135e-38	9.23637354083024e-39	97.08313871021	EBI3	Epstein-Barr virus induced 3	0.00556363598039216	GO:0004896(cytokine receptor activity)|GO:0005125(cytokine activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005886(plasma membrane)|GO:0006959(humoral immune response)|GO:0042088(T-helper 1 type immune response)|GO:0045078(positive regulation of interferon-gamma biosynthetic process)|GO:0045523(interleukin-27 receptor binding)|GO:0046641(positive regulation of alpha-beta T cell proliferation)
4610	4610	2.00229602607612e-37	4.58134792623741e-38	93.3795743130497	STAT1	signal transducer and activator of transcription 1, 91kDa	0.141687175382353	GO:0003700(transcription factor activity)|GO:0004871(signal transducer activity)|GO:0005062(hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)|GO:0006919(caspase activation)|GO:0007165(signal transduction)|GO:0007249(I-kappaB kinase/NF-kappaB cascade)|GO:0007260(tyrosine phosphorylation of STAT protein)|GO:0009615(response to virus)|GO:0044419(interspecies interaction between organisms)
24722	24722	5.67566311211281e-37	1.30749292680014e-37	89.9161122995946	ROPN1B	ropporin, rhophilin associated protein 1B	-0.0791370059417476	GO:0000910(cytokinesis)|GO:0005737(cytoplasm)|GO:0007165(signal transduction)|GO:0007266(Rho protein signal transduction)|GO:0007283(spermatogenesis)|GO:0007340(acrosome reaction)|GO:0007342(fusion of sperm to egg plasma membrane)|GO:0008603(cAMP-dependent protein kinase regulator activity)|GO:0016337(cell-cell adhesion)|GO:0019861(flagellum)|GO:0030159(receptor signaling complex scaffold activity)|GO:0030317(sperm motility)|GO:0042803(protein homodimerization activity)|GO:0046982(protein heterodimerization activity)
26089	26089	1.13836089101846e-31	2.85084646352173e-32	66.8431081742462	ASB1	ankyrin repeat and SOCS box-containing 1	-0.106739398480392	GO:0003674(molecular_function)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0007242(intracellular signaling cascade)|GO:0007275(multicellular organismal development)|GO:0030539(male genitalia development)|GO:0042036(negative regulation of cytokine biosynthetic process)
1083	1083	1.51529407595521e-31	3.79876537804614e-32	65.6771154729589	SPP1	secreted phosphoprotein 1	0.136635904174757	GO:0001503(ossification)|GO:0005125(cytokine activity)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005737(cytoplasm)|GO:0007155(cell adhesion)|GO:0045177(apical part of cell)
41081	41081	1.62578022699488e-26	4.59263142650047e-27	47.680717047926	SOCS1	suppressor of cytokine signaling 1	-0.0501343390769231	GO:0001558(regulation of cell growth)|GO:0001932(regulation of protein amino acid phosphorylation)|GO:0004860(protein kinase inhibitor activity)|GO:0005159(insulin-like growth factor receptor binding)|GO:0005515(protein binding)|GO:0005737(cytoplasm)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0007242(intracellular signaling cascade)|GO:0019221(cytokine-mediated signaling pathway)|GO:0019901(protein kinase binding)|GO:0042518(negative regulation of tyrosine phosphorylation of Stat3 protein)|GO:0045444(fat cell differentiation)|GO:0046426(negative regulation of JAK-STAT cascade)|GO:0046627(negative regulation of insulin receptor signaling pathway)
38384	38384	4.59244681811063e-22	1.47443393326415e-22	35.6039780504434	TICAM1	toll-like receptor adaptor molecule 1	-0.111884110466019	GO:0002281(macrophage activation during immune response)|GO:0002756(MyD88-independent toll-like receptor signaling pathway)|GO:0004871(signal transducer activity)|GO:0005515(protein binding)|GO:0005829(cytosol)|GO:0006915(apoptosis)|GO:0006954(inflammatory response)|GO:0006955(immune response)|GO:0008624(induction of apoptosis by extracellular signals)|GO:0030890(positive regulation of B cell proliferation)|GO:0031663(lipopolysaccharide-mediated signaling pathway)|GO:0032481(positive regulation of type I interferon production)|GO:0032496(response to lipopolysaccharide)|GO:0032755(positive regulation of interleukin-6 production)|GO:0032760(positive regulation of tumor necrosis factor production)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043330(response to exogenous dsRNA)|GO:0043496(regulation of protein homodimerization activity)|GO:0045080(positive regulation of chemokine biosynthetic process)|GO:0045359(positive regulation of interferon-beta biosynthetic process)|GO:0045429(positive regulation of nitric oxide biosynthetic process)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051607(defense response to virus)
17308	17308	7.05494588025083e-22	2.27974276186007e-22	35.1355498283199	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	-0.0873586815436893	GO:0002504(antigen processing and presentation of peptide or polysaccharide antigen via MHC class II)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0006955(immune response)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0019882(antigen processing and presentation)|GO:0032395(MHC class II receptor activity)|GO:0042613(MHC class II protein complex)
